Khote Sikkay 1974 Mp3 Songs,1974,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Kora Badan 1974 Mp3 Songs,1974,Bollywood,Krishna Basu,None,NoneKrishna Basu,Soul
Kunwara Baap 1974 Mp3 Songs,1974,Bollywood,"Rajesh Roshan, Kishore Kumar, Lata Mangeshkar, Mehmood",Rajesh Roshan,"Rajesh RoshanRajesh Roshan, Kishore Kumar, Lata Mangeshkar, Mehmood",Country
Madhosh 1974 Mp3 Songs,1974,Bollywood,"Asha Bhosle, R.D. Burman",Asha Bhosle,"Asha BhosleAsha Bhosle, R.D. Burman",Soul
Majboor 1974 1974 Mp3 Songs,1974,Bollywood,"Lata Mangeshkar, Mukesh",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Mukesh",None
Manoranjan 1974 Mp3 Songs,1974,Bollywood,"Asha Bhosle, Kishore Kumar",Asha Bhosle,"Asha BhosleAsha Bhosle, Kishore Kumar",Soul
Manzilen Aur Bhi Hain 1974 Mp3 Songs,1974,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Mera Vachan Gita Ki Kasam 1974 Mp3 Songs,1974,Bollywood,"Asha Bhosle, Shankar-Jaikishan",Asha Bhosle,"Asha BhosleAsha Bhosle, Shankar-Jaikishan",Soul
Naya Din Nai Raat 1974 Mp3 Songs,1974,Bollywood,"Laxmikant - Pyarelal, Lata Mangeshkar",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Lata Mangeshkar",Anthem
Nirmaan 1974 Mp3 Songs,1974,Bollywood,Mukesh,None,NoneMukesh,Soul
Paap Aur Punya 1974 Mp3 Songs,1974,Bollywood,"Lata Mangeshkar, Kishore Kumar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Kishore Kumar",None
Paise Ki Gudiya 1974 Mp3 Songs,1974,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Parinay 1974 Mp3 Songs,1974,Bollywood,Sharma Bandhu,None,NoneSharma Bandhu,Soul
Patthar Aur Payal 1974 Mp3 Songs,1974,Bollywood,"Lata Mangeshkar, Kalyanji Anandji",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Kalyanji Anandji",None
Phir Kab Milogi 1974 Mp3 Songs,1974,Bollywood,"Mukesh, Lata Mangeshkar",Mukesh,"MukeshMukesh, Lata Mangeshkar",Blues
Pran Jaye Par Vachan Na Jaye 1974 Mp3 Songs,1974,Bollywood,"Asha Bhosle, O. P. Nayyar",Asha Bhosle,"Asha BhosleAsha Bhosle, O. P. Nayyar",Soul
Prem Nagar 1974 Mp3 Songs,1974,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Pyase Dil 1974 Mp3 Songs,1974,Bollywood,"Mahendra Kapoor, Jagjit Kaur",Mahendra Kapoor,"Mahendra KapoorMahendra Kapoor, Jagjit Kaur",None
Rajnigandha 1974 Mp3 Songs,1974,Bollywood,"Salil Chowdhury, Mukesh",Salil Chowdhury,"Salil ChowdhurySalil Chowdhury, Mukesh",None
Resham Ki Dori 1974 Mp3 Songs,1974,Bollywood,Suman Kalyanpur,None,NoneSuman Kalyanpur,Soul
Roti 1974 Mp3 Songs,1974,Bollywood,"Kishore Kumar, Lata Mangeshkar",Kishore Kumar,"Kishore KumarKishore Kumar, Lata Mangeshkar",None
Roti Kapada Aur Makaan 1974 Mp3 Songs,1974,Bollywood,Mahendra Kapoor,None,NoneMahendra Kapoor,Soul
Sagina 1974 Mp3 Songs,1974,Bollywood,"Kishore Kumar, Asha Bhosle",Kishore Kumar,"Kishore KumarKishore Kumar, Asha Bhosle",None
Sankalp 1974 Mp3 Songs,1974,Bollywood,"Mukesh, Mahendra Kapoor",Mukesh,"MukeshMukesh, Mahendra Kapoor",Blues
Sapne Suhane 1974 Mp3 Songs,1974,Bollywood,"Krishna Kalle, Shyamji-Ghanshyamji",Krishna Kalle,"Krishna KalleKrishna Kalle, Shyamji-Ghanshyamji",Soul
Shaandaar 1974 Mp3 Songs,1974,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Shatranj Ki Mohre 1974 Mp3 Songs,1974,Bollywood,"Arati Mukherjee, Mohammed Rafi",Arati Mukherjee,"Arati MukherjeeArati Mukherjee, Mohammed Rafi",Soul
Thokar 1974 Mp3 Songs,1974,Bollywood,"Mohammed Rafi, Shyamji-Ghanshyamji",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Shyamji-Ghanshyamji",Instrumental
Trimurti 1974 1974 Mp3 Songs,1974,Bollywood,"Asha Bhosle, R.D. Burman",Asha Bhosle,"Asha BhosleAsha Bhosle, R.D. Burman",Soul
Ujala Hi Ujala 1974 Mp3 Songs,1974,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Us Paar 1974 Mp3 Songs,1974,Bollywood,"S. D. Burman, Mohammed Rafi",S. D. Burman,"S. D. BurmanS. D. Burman, Mohammed Rafi",Country
Vachan 1974 Mp3 Songs,1974,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Vada Tera Vada 1974 Mp3 Songs,1974,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Woh Main Nahin 1974 Mp3 Songs,1974,Bollywood,"Kishore Kumar, Navin Nischol",Kishore Kumar,"Kishore KumarKishore Kumar, Navin Nischol",None
Zehreela Insaan 1974 Mp3 Songs,1974,Bollywood,"Kishore Kumar, R.D. Burman",Kishore Kumar,"Kishore KumarKishore Kumar, R.D. Burman",None
Aag Aur Toofan 1975 Mp3 Songs,1975,Bollywood,"Mahendra Kapoor, N. Dutta",Mahendra Kapoor,"Mahendra KapoorMahendra Kapoor, N. Dutta",None
Aakhari Dao 1975 Mp3 Songs,1975,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Aakraman 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Laxmikant - Pyarelal",Kishore Kumar,"Kishore KumarKishore Kumar, Laxmikant - Pyarelal",None
Aandhi 1975 Mp3 Songs,1975,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Anari 1975 1975 Mp3 Songs,1975,Bollywood,Shankar-Jaikishan,None,NoneShankar-Jaikishan,Soul
Anjane Mehman 1975 Mp3 Songs,1975,Bollywood,"Haimanti Shukla, Ajay Das",Haimanti Shukla,"Haimanti ShuklaHaimanti Shukla, Ajay Das",JazzPop
Anokha 1975 Mp3 Songs,1975,Bollywood,Mukesh,None,NoneMukesh,Soul
Apne Rang Hazar 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Laxmikant - Pyarelal",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Laxmikant - Pyarelal",None
Chaitali 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Manna Dey, Laxmikant - Pyarelal",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Manna Dey, Laxmikant - Pyarelal",None
Chhoti Si Baat 1975 Mp3 Songs,1975,Bollywood,"K.J. Yesudas, Asha Bhosle",K.J. Yesudas,"K.J. YesudasK.J. Yesudas, Asha Bhosle",None
Chori Mera Kaam 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Asha Bhosle",Kishore Kumar,"Kishore KumarKishore Kumar, Asha Bhosle",None
Chupke Chupke 1975 Mp3 Songs,1975,Bollywood,"S. D. Burman, Lata Mangeshkar",S. D. Burman,"S. D. BurmanS. D. Burman, Lata Mangeshkar",Country
Dafaa 302 1975 Mp3 Songs,1975,Bollywood,"Manna Dey, Suman Kalyanpur",Manna Dey,"Manna DeyManna Dey, Suman Kalyanpur",None
Dakoo 1975 Mp3 Songs,1975,Bollywood,"Usha Mangeshkar, Preeti Sagar",Usha Mangeshkar,"Usha MangeshkarUsha Mangeshkar, Preeti Sagar",None
Daku Aur Bhagwan 1975 Mp3 Songs,1975,Bollywood,"Mahendra Kapoor, Dilraj Kaur",Mahendra Kapoor,"Mahendra KapoorMahendra Kapoor, Dilraj Kaur",None
Dayar E Madina 1975 Mp3 Songs,1975,Bollywood,"Mohammed Rafi, Asha Bhosle",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Asha Bhosle",Instrumental
Deewaar 1975 Mp3 Songs,1975,Bollywood,Manna Dey,None,NoneManna Dey,Soul
Dharmatma 1975 Mp3 Songs,1975,Bollywood,Kalyanji Anandji,None,NoneKalyanji Anandji,Soul
Dhoti Lota Aur Chawpatty 1975 Mp3 Songs,1975,Bollywood,"Preeti Sagar, Mohammed Rafi",Preeti Sagar,"Preeti SagarPreeti Sagar, Mohammed Rafi",None
Do Jasoos 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Ravindra Jain",Asha Bhosle,"Asha BhosleAsha Bhosle, Ravindra Jain",Soul
Do Jhoot 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Usha Mangeshkar, Shankar-Jaikishan",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Usha Mangeshkar, Shankar-Jaikishan",None
Do Thug 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Usha Timothy",Asha Bhosle,"Asha BhosleAsha Bhosle, Usha Timothy",Soul
Ek Gaon Ki Kahani 1975 Mp3 Songs,1975,Bollywood,"Manna Dey, Jaspal Singh",Manna Dey,"Manna DeyManna Dey, Jaspal Singh",None
Ek Mahal Ho Sapnon Ka 1975 Mp3 Songs,1975,Bollywood,"Ravi, Kishore Kumar",Ravi,"RaviRavi, Kishore Kumar",Instrumental
Geet Gata Chal 1975 Mp3 Songs,1975,Bollywood,"Ravindra Jain, Kishore Kumar",Ravindra Jain,"Ravindra JainRavindra Jain, Kishore Kumar",Country
Himalay Se Ooncha 1975 Mp3 Songs,1975,Bollywood,"Kanchan, Shivangi",Kanchan,"KanchanKanchan, Shivangi",Country
Jaan Haazir Hai 1975 Mp3 Songs,1975,Bollywood,"Amit Kumar, Dilraj Kaur",Amit Kumar,"Amit KumarAmit Kumar, Dilraj Kaur",None
Jaggu 1975 Mp3 Songs,1975,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Jai Santoshi Maa 1975 Mp3 Songs,1975,Bollywood,C. Arjun,None,NoneC. Arjun,Soul
Julie 1975 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Kishore Kumar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Kishore Kumar",None
Kagaz Ki Nao 1975 Mp3 Songs,1975,Bollywood,"Manna Dey, Sapan-Jagmohan",Manna Dey,"Manna DeyManna Dey, Sapan-Jagmohan",None
Kahte Hain Mujhko Raja 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Asha Bhosle",Kishore Kumar,"Kishore KumarKishore Kumar, Asha Bhosle",None
Khel Khel Mein 1975 Mp3 Songs,1975,Bollywood,"Maruti Rao, R.D. Burman, Asha Bhosle, Kishore Kumar",Maruti Rao,"Maruti RaoMaruti Rao, R.D. Burman, Asha Bhosle, Kishore Kumar",None
Lafange 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Manna Dey",Asha Bhosle,"Asha BhosleAsha Bhosle, Manna Dey",Soul
Mausam 1975 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Mohammed Rafi",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Mohammed Rafi",None
Maze Le Lo 1975 Mp3 Songs,1975,Bollywood,Shakeela Bano Bhopali,None,NoneShakeela Bano Bhopali,Soul
Mere Sajana 1975 Mp3 Songs,1975,Bollywood,"Laxmikant - Pyarelal, Kishore Kumar",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Kishore Kumar",Anthem
Mere Sartaj 1975 Mp3 Songs,1975,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Mili 1975 Mp3 Songs,1975,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Mounto 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Mahendra Kapoor, Amit Kumar",Asha Bhosle,"Asha BhosleAsha Bhosle, Mahendra Kapoor, Amit Kumar",Soul
Mutthi Bhar Chawal 1975 Mp3 Songs,1975,Bollywood,"Mahendra Kapoor, Jagjit Kaur",Mahendra Kapoor,"Mahendra KapoorMahendra Kapoor, Jagjit Kaur",None
Neelima 1975 Mp3 Songs,1975,Bollywood,"Mohammed Rafi, Arati Mukherjee",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Arati Mukherjee",Instrumental
Nishant 1975 Mp3 Songs,1975,Bollywood,Preeti Sagar,None,NonePreeti Sagar,Soul
Phanda 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Usha Mangeshkar",Asha Bhosle,"Asha BhosleAsha Bhosle, Usha Mangeshkar",Soul
Ponga Pandit 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Laxmikant - Pyarelal",Kishore Kumar,"Kishore KumarKishore Kumar, Laxmikant - Pyarelal",None
Prem Kahani 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Kishore Kumar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Kishore Kumar",None
Qaid 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Nitin Mukesh",Asha Bhosle,"Asha BhosleAsha Bhosle, Nitin Mukesh",Soul
Raaja 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Lata Mangeshkar",Kishore Kumar,"Kishore KumarKishore Kumar, Lata Mangeshkar",None
Rafoo Chakkar 1975 1975 Mp3 Songs,1975,Bollywood,Kanchan,None,NoneKanchan,Soul
Raftaar 1975 Mp3 Songs,1975,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Romeo In Sikkim 1975 Mp3 Songs,1975,Bollywood,Suman Kalyanpur,None,NoneSuman Kalyanpur,Soul
Sanyasi 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Mukesh",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Mukesh",None
Sholay 1975 Mp3 Songs,1975,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Sunehra Sansar 1975 Mp3 Songs,1975,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Tumhara Kalloo 1975 Mp3 Songs,1975,Bollywood,"Madan Chopra, Kanu Roy",Madan Chopra,"Madan ChopraMadan Chopra, Kanu Roy",JazzPop
Uljhan 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Sulakshana Pandit",Kishore Kumar,"Kishore KumarKishore Kumar, Sulakshana Pandit",None
Umar Qaid 1975 Mp3 Songs,1975,Bollywood,"Asha Bhosle, Sonik-Omi",Asha Bhosle,"Asha BhosleAsha Bhosle, Sonik-Omi",Soul
Warrant 1975 Mp3 Songs,1975,Bollywood,"R.D. Burman, Kishore Kumar, Lata Mangeshkar",R.D. Burman,"R.D. BurmanR.D. Burman, Kishore Kumar, Lata Mangeshkar",Country
Zakhmee 1975 Mp3 Songs,1975,Bollywood,"Lata Mangeshkar, Poornima",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Poornima",None
Zameer 1975 Mp3 Songs,1975,Bollywood,"Kishore Kumar, Manna Dey, Sapan Chakraborty",Kishore Kumar,"Kishore KumarKishore Kumar, Manna Dey, Sapan Chakraborty",None
Zindagi Aur Toofan 1975 Mp3 Songs,1975,Bollywood,"Mukesh, Laxmikant - Pyarelal",Mukesh,"MukeshMukesh, Laxmikant - Pyarelal",Blues
Zorro 1975 Mp3 Songs,1975,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Aaj Ka Mahatma 1976 Mp3 Songs,1976,Bollywood,"Laxmikant - Pyarelal, Kishore Kumar, Asha Bhosle",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Kishore Kumar, Asha Bhosle",Anthem
Aaj Ka Yeh Ghar 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Anil Arun",Kishore Kumar,"Kishore KumarKishore Kumar, Anil Arun",None
Aap Beati 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Manna Dey",Kishore Kumar,"Kishore KumarKishore Kumar, Manna Dey",None
Aarambh 1976 Mp3 Songs,1976,Bollywood,"Aarti Mukherji, Ananda Shankar",Aarti Mukherji,"Aarti MukherjiAarti Mukherji, Ananda Shankar",Instrumental
Adalat 1976 Mp3 Songs,1976,Bollywood,Mukesh,None,NoneMukesh,Soul
Bairaag 1976 Mp3 Songs,1976,Bollywood,"Dilip Kumar, Saira Banu",Dilip Kumar,"Dilip KumarDilip Kumar, Saira Banu",None
Bajrang Bali 1976 Mp3 Songs,1976,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Balika Badhu 1976 Mp3 Songs,1976,Bollywood,Sapan Chakraborty,None,NoneSapan Chakraborty,Soul
Bhagwan Samaye Sansar Men 1976 Mp3 Songs,1976,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Bhanwar 1976 Mp3 Songs,1976,Bollywood,"Lata Mangeshkar, Kishore Kumar, R.D. Burman",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Kishore Kumar, R.D. Burman",None
Bhula Bhatka 1976 Mp3 Songs,1976,Bollywood,"Asha Bhosle, Aziz Nazan",Asha Bhosle,"Asha BhosleAsha Bhosle, Aziz Nazan",Soul
Bullet (1976) 1976 Mp3 Songs,1976,Bollywood,"R.D. Burman, Kishore Kumar",R.D. Burman,"R.D. BurmanR.D. Burman, Kishore Kumar",Country
Bundal Baaz 1976 Mp3 Songs,1976,Bollywood,R.D. Burman,None,NoneR.D. Burman,Soul
Chalte Chalte 1976 1976 Mp3 Songs,1976,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Charas (1976) 1976 Mp3 Songs,1976,Bollywood,"Lata Mangeshkar, Mohammed Rafi, Anand Bakshi",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Mohammed Rafi, Anand Bakshi",None
Chitchor 1976 Mp3 Songs,1976,Bollywood,Ravindra Jain,None,NoneRavindra Jain,Soul
Deewangi 1976 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, S. D. Burman",Kishore Kumar,"Kishore KumarKishore Kumar, S. D. Burman",None
Do Khiladi 1976 Mp3 Songs,1976,Bollywood,Amit Kumar,None,NoneAmit Kumar,Soul
Do Ladkiyan 1976 Mp3 Songs,1976,Bollywood,"Lata Mangeshkar, Mohammed Rafi",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Mohammed Rafi",None
Dus Numbri 1976 Mp3 Songs,1976,Bollywood,"Asha Bhosle, Mukesh, Manna Dey",Asha Bhosle,"Asha BhosleAsha Bhosle, Mukesh, Manna Dey",Soul
Ek Se Badhkar Ek 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Lata Mangeshkar",Kishore Kumar,"Kishore KumarKishore Kumar, Lata Mangeshkar",None
Fakira 1976 Mp3 Songs,1976,Bollywood,"Ravindra Jain, Lata Mangeshkar, Mohammed Rafi",Ravindra Jain,"Ravindra JainRavindra Jain, Lata Mangeshkar, Mohammed Rafi",Country
Ginny Aur Johnny 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Mehmood, Rajesh Roshan",Kishore Kumar,"Kishore KumarKishore Kumar, Mehmood, Rajesh Roshan",None
Hera Pheri 1976 1976 Mp3 Songs,1976,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Jaaneman 1976 Mp3 Songs,1976,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Jeevan Jyoti 1976 Mp3 Songs,1976,Bollywood,Salil Chowdhury,None,NoneSalil Chowdhury,Soul
Kabeela 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Rekha",Kishore Kumar,"Kishore KumarKishore Kumar, Rekha",None
Kabhi Kabhie 1976 Mp3 Songs,1976,Bollywood,"Khayyam, Amitabh Bachchan",Khayyam,"KhayyamKhayyam, Amitabh Bachchan",Soul
Kalicharan 1976 Mp3 Songs,1976,Bollywood,"Anuradha Paudwal, Kanchan",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Kanchan",Anthem
Khaan Dost 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Mahendra Kapoor",Kishore Kumar,"Kishore KumarKishore Kumar, Mahendra Kapoor",None
Khalifa 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Asha Bhosle",Kishore Kumar,"Kishore KumarKishore Kumar, Asha Bhosle",None
Kitne Paas Kitne Door 1976 Mp3 Songs,1976,Bollywood,"Chandrani Mukherjee, Jaspal Singh",Chandrani Mukherjee,"Chandrani MukherjeeChandrani Mukherjee, Jaspal Singh",Soul
Koi Jeeta Koi Hara 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Asha Bhosle, Shashi Kapoor, Saira Banu",Kishore Kumar,"Kishore KumarKishore Kumar, Asha Bhosle, Shashi Kapoor, Saira Banu",None
Maa 1976 Mp3 Songs,1976,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Maha Chor 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, R.D. Burman",Kishore Kumar,"Kishore KumarKishore Kumar, R.D. Burman",None
Mazdoor Zindabad 1976 Mp3 Songs,1976,Bollywood,"Mohammed Rafi, Usha Khanna",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Usha Khanna",Instrumental
Meera Shyam 1976 Mp3 Songs,1976,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Naach Uthe Sansaar 1976 Mp3 Songs,1976,Bollywood,"Mohammed Rafi, Laxmikant - Pyarelal",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Laxmikant - Pyarelal",Instrumental
Naatak 1976 Mp3 Songs,1976,Bollywood,"Laxmikant - Pyarelal, Lata Mangeshkar",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Lata Mangeshkar",Anthem
Nagin 1976 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Suman Kalyanpur",Kishore Kumar,"Kishore KumarKishore Kumar, Suman Kalyanpur",None
Nehle Pe Dehlaa 1976 Mp3 Songs,1976,Bollywood,"Lata Mangeshkar, Manna Dey, Kishore Kumar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Manna Dey, Kishore Kumar",None
Raakhi Aur Rifle 1976 Mp3 Songs,1976,Bollywood,Usha Mangeshkar,None,NoneUsha Mangeshkar,Soul
Raeeszada 1976 Mp3 Songs,1976,Bollywood,"Hemlata, Jaspal Singh",Hemlata,"HemlataHemlata, Jaspal Singh",JazzPop
Rangila Ratan 1976 Mp3 Songs,1976,Bollywood,"Kishore Kumar, Baban Lal Yadav",Kishore Kumar,"Kishore KumarKishore Kumar, Baban Lal Yadav",None
Sabse Bada Rupaiya 1976 Mp3 Songs,1976,Bollywood,"Lata Mangeshkar, Usha Mangeshkar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Usha Mangeshkar",None
Sajjo Rani 1976 Mp3 Songs,1976,Bollywood,Shobha Gurtu,None,NoneShobha Gurtu,Soul
Samasya 1976 Mp3 Songs,1976,Bollywood,"Manna Dey, Bhaskar Chandavarkar",Manna Dey,"Manna DeyManna Dey, Bhaskar Chandavarkar",None
Sangram 1976 Mp3 Songs,1976,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Sankoch 1976 Mp3 Songs,1976,Bollywood,Sulakshana Pandit,None,NoneSulakshana Pandit,Soul
Shankar Dada 1976 Mp3 Songs,1976,Bollywood,"Mohammed Rafi, Sonik-Omi",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Sonik-Omi",Instrumental
Shaque 1976 Mp3 Songs,1976,Bollywood,J. K. Banerjee,None,NoneJ. K. Banerjee,Soul
Sharafat Chhod Di Main Ne 1976 Mp3 Songs,1976,Bollywood,"Madan Mohan, Asha Bhosle",Madan Mohan,"Madan MohanMadan Mohan, Asha Bhosle",Country
Suntan 1976 Mp3 Songs,1976,Bollywood,"Laxmikant - Pyarelal, Asha Bhosle",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Asha Bhosle",Anthem
Tapasya 1976 Mp3 Songs,1976,Bollywood,"Ravindra Jain, Arati Mukhopadhyay",Ravindra Jain,"Ravindra JainRavindra Jain, Arati Mukhopadhyay",Country
Toofan Aur Bijlee 1976 Mp3 Songs,1976,Bollywood,"Mahendra Kapoor, Asha Bhosle",Mahendra Kapoor,"Mahendra KapoorMahendra Kapoor, Asha Bhosle",None
Udhar Ka Sindur 1976 Mp3 Songs,1976,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Zamane Se Poochho 1976 Mp3 Songs,1976,Bollywood,Krishna Kalle,None,NoneKrishna Kalle,Soul
Zid 1976 Mp3 Songs,1976,Bollywood,"Asha Bhosle, Jaspal Singh, Ravindra Jain",Asha Bhosle,"Asha BhosleAsha Bhosle, Jaspal Singh, Ravindra Jain",Soul
Zindagi 1976 Mp3 Songs,1976,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Aadha Deen Aadhi Raat 1977 Mp3 Songs,1977,Bollywood,"Laxmikant - Pyarelal, Asha Bhosle",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Asha Bhosle",Anthem
Aadmi Sadak Ka 1977 Mp3 Songs,1977,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Aafat 1977 Mp3 Songs,1977,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Aaina 1977 Mp3 Songs,1977,Bollywood,"Lata Mangeshkar, Naushad",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Naushad",None
Aakhri Goli 1977 Mp3 Songs,1977,Bollywood,"Suman Kalyanpur, Kalyanji Anandji",Suman Kalyanpur,"Suman KalyanpurSuman Kalyanpur, Kalyanji Anandji",None
Aap Ki Khatir (1977) 1977 Mp3 Songs,1977,Bollywood,Bappi Lahiri,None,NoneBappi Lahiri,Soul
Aashiq Hoon Baharon Ka 1977 Mp3 Songs,1977,Bollywood,Kishore Kumar,None,NoneKishore Kumar,Soul
Ab Kya Hoga 1977 Mp3 Songs,1977,Bollywood,"Asha Bhosle, Usha Khanna",Asha Bhosle,"Asha BhosleAsha Bhosle, Usha Khanna",Soul
Abhi To Jee Len 1977 Mp3 Songs,1977,Bollywood,"Kishore Kumar, Sapan-Jagmohan",Kishore Kumar,"Kishore KumarKishore Kumar, Sapan-Jagmohan",None
Agar 1977 Mp3 Songs,1977,Bollywood,"Mohammed Rafi, Asha Bhosle, Sonik-Omi",Mohammed Rafi,"Mohammed RafiMohammed Rafi, Asha Bhosle, Sonik-Omi",Instrumental
Agent Vinod (1977) 1977 Mp3 Songs,1977,Bollywood,"Asha Bhosle, Mahendra Sandhu",Asha Bhosle,"Asha BhosleAsha Bhosle, Mahendra Sandhu",Soul
Alaap 1977 Mp3 Songs,1977,Bollywood,"Kumari Faiyaz, Jaidev Kumar",Kumari Faiyaz,"Kumari FaiyazKumari Faiyaz, Jaidev Kumar",None
Alibaba Marjinaa 1977 Mp3 Songs,1977,Bollywood,K.J. Yesudas,None,NoneK.J. Yesudas,Soul
Amaanat 1977 Mp3 Songs,1977,Bollywood,Manna Dey,None,NoneManna Dey,Soul
Amar Akbar Anthony 1977 Mp3 Songs,1977,Bollywood,"Kishore Kumar, Mahendra Kapoor, Shailendra Singh",Kishore Kumar,"Kishore KumarKishore Kumar, Mahendra Kapoor, Shailendra Singh",None
Anand Ashram 1977 Mp3 Songs,1977,Bollywood,"Lata Mangeshkar, Shyamal Mitra",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Shyamal Mitra",None
